what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600776913
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600786139
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1525600790064
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1525600790938
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1525600794382
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1525600803434
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1525600805282
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600807610
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600807693
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1525600809068
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1525600810125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1525600810808
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1525600812406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600933080
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600939550
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.500.v201104151900,"org.eclipse.jst.j2ee.J2EEPerspective",1525600943075
activated,view,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.PackageExplorer",1525600946298
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1525600946451
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1525600948451
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600949195
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600954143
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600954170
activated,editor,org.eclipse.jdt.ui,3.7.0.v20110531-1200,"org.eclipse.jdt.ui.CompilationUnitEditor",1525600954335
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1525600956053
activated,perspective,org.eclipse.debug.ui,3.7.0.v20110518,"org.eclipse.debug.ui.DebugPerspective",1525600956114
